quarter,CF_gov,SNA,Revenue_res,Revenue_com,Revenue_ind,Profit_res,Profit_com,Profit_ind,Housing_pct,Commute_pct,ROI_top10,Payback_med
16,15273.599999999999,15273.599999999999,916.2056299660477,11520.0,806400.0,676.2056299660477,-480.0,403200.0,0.11361676958904361,10.0,10,0
