month,id,type,location_x,location_y,revenue,opex,profit
17,res_1,commercial,129.39358865,74.16550687,1.0963361094091995,0.32,0.7763361094091994
17,res_2,commercial,127.46925456,73.62058639,1.1024265744703046,0.32,0.7824265744703045
17,res_3,commercial,125.54492048,73.07566591,1.1024265744703046,0.32,0.7824265744703045
17,res_4,commercial,121.15133183,73.91015905,1.0963361094091995,0.32,0.7763361094091994
17,res_5,commercial,123.07566591,74.45507952,1.1024265744703046,0.32,0.7824265744703045
17,res_6,commercial,126.92433409,75.54492048,1.1024266582080688,0.32,0.7824266582080688
17,res_7,commercial,120.60641135,75.83449313,1.0963361899200659,0.32,0.7763361899200658
17,res_8,commercial,128.84866817,76.08984095,1.0963361894103605,0.32,0.7763361894103604
17,res_9,commercial,128.3037477,78.01417504,1.095831965415946,0.32,0.775831965415946
17,res_10,commercial,121.98582496,78.3037477,1.0958319665922789,0.32,0.7758319665922788
17,res_11,commercial,122.53074544,76.37941361,1.1024266584744147,0.32,0.7824266584744146
17,res_12,commercial,117.84237333,113.2494107,1.0998799370238659,0.32,0.7798799370238658
17,res_13,commercial,119.28145397,113.69789855,1.1008970541668937,0.32,0.7808970541668936
17,res_14,commercial,118.62092235,115.7964068,1.0948249536425503,0.32,0.7748249536425502
17,res_15,commercial,120.25402723,116.30536209,1.0963361094091995,0.32,0.7763361094091994
17,res_16,commercial,120.91455885,114.20685383,1.1029374418618072,0.32,0.7829374418618071
17,res_17,commercial,123.01493156,114.86143261,1.0983580955882495,0.32,0.7783580955882494
17,res_18,commercial,123.67546318,112.76292436,1.0998799370238659,0.32,0.7798799370238658
17,com_1,commercial,125.0,75.0,1.1049861468076032,0.32,0.7849861468076031
17,com_2,commercial,124.45507952,76.92433409,1.1024266598816947,0.32,0.7824266598816947
17,com_3,commercial,123.91015905,78.84866817,1.0963362062940498,0.32,0.7763362062940498
17,com_4,commercial,125.83449313,79.39358865,1.09633619840955,0.32,0.77633619840955
17,com_5,commercial,126.37941361,77.46925456,1.1024266591246927,0.32,0.7824266591246927
17,com_6,commercial,121.57509047,112.10834558,1.1044732179606294,0.32,0.7844732179606293
17,com_7,commercial,118.50290495,111.15090244,1.1024266582080688,0.32,0.7824266582080688
17,com_8,commercial,119.94198558,111.59939029,1.1044731331571598,0.32,0.7844731331571597
17,res_19,commercial,115.7628787,112.60133855,1.091816298060159,0.32,0.7718162980601588
17,res_20,commercial,117.18184171,115.34791895,1.0923164796092633,0.32,0.7723164796092632
17,res_21,commercial,122.35439995,116.95994086,1.091816298060159,0.32,0.7718162980601588
17,res_22,commercial,125.11530428,115.51601139,1.088825758991111,0.32,0.7688257589911109
17,com_9,commercial,116.42341032,110.5028303,1.0918163753995098,0.32,0.7718163753995098
17,com_10,commercial,125.7758359,113.41750313,1.091816298060159,0.32,0.7718162980601588
17,res_23,commercial,131.31792273,74.71042734,1.086842077091109,0.32,0.7668420770911089
17,res_24,commercial,119.22699774,73.36523857,1.0848663662890656,0.32,0.7648663662890656
17,res_25,commercial,118.68207727,75.28957266,1.0868421516678681,0.32,0.7668421516678681
17,res_26,commercial,130.77300226,76.63476143,1.0848664401461239,0.32,0.7648664401461238
17,res_27,commercial,130.22808178,78.55909551,1.0843737566895664,0.32,0.7643737566895663
17,res_28,commercial,120.06149088,77.75882722,1.0878329981962924,0.32,0.7678329981962924
17,res_29,commercial,127.75882722,79.93850912,1.0878330011189032,0.32,0.7678330011189032
17,res_30,commercial,115.10234708,114.69984681,1.0824078883413069,0.32,0.7624078883413068
17,com_11,commercial,125.28957266,81.31792273,1.0868422052241264,0.32,0.7668422052241264
17,com_12,commercial,123.36523857,80.77300226,1.084866494585973,0.32,0.7648664945859729
17,com_13,commercial,121.44090449,80.22808178,1.0843737648981702,0.32,0.7643737648981701
17,com_14,commercial,119.63076781,118.28545662,1.0863474033540121,0.32,0.7663474033540121
17,res_31,commercial,118.13715679,77.21390674,1.07850004207844,0.32,0.75850004207844
17,res_32,commercial,129.68316131,80.4834296,1.0799618289216641,0.32,0.7599618289216641
17,res_33,commercial,119.5165704,79.68316131,1.0799618320006843,0.32,0.7599618320006842
17,res_34,commercial,116.81807651,116.9830755,1.0843736803148538,0.32,0.7643736803148538
17,res_35,commercial,117.99930899,117.7749174,1.0824078883413069,0.32,0.7624078883413068
17,res_36,commercial,121.73114052,118.9400354,1.0799617528788665,0.32,0.7599617528788665
17,res_37,commercial,124.45477266,117.61451964,1.0824078883413069,0.32,0.7624078883413068
17,res_38,commercial,127.21567699,116.17059016,1.0789867406944214,0.32,0.7589867406944213
17,res_39,commercial,127.87620861,114.07208191,1.0784999701951805,0.32,0.7584999701951805
17,com_15,commercial,127.21390674,81.86284321,1.0785000936006859,0.32,0.7585000936006858
17,com_16,commercial,114.28891959,109.83761868,1.0785000404984157,0.32,0.7585000404984157
17,com_17,commercial,113.62838798,111.93612694,1.0804499955523545,0.32,0.7604499955523545
17,res_40,commercial,133.24225682,75.25534782,1.0731777091724928,0.32,0.7531777091724927
17,res_41,commercial,116.75774318,74.74465218,1.0731777764641286,0.32,0.7531777764641285
17,res_42,commercial,132.69733634,77.1796819,1.0712569724906762,0.32,0.7512569724906761
17,res_43,commercial,132.15241587,79.10401599,1.072696852588918,0.32,0.7526968525889179
17,res_44,commercial,117.59223631,79.13824083,1.072696855747534,0.32,0.752696855747534
17,res_45,commercial,129.13824083,82.40776369,1.0726968634716698,0.32,0.7526968634716698
17,res_46,commercial,112.96785636,114.03463519,1.0712569060596078,0.32,0.7512569060596077
17,res_47,commercial,119.08426629,120.02169135,1.0712569060596078,0.32,0.7512569060596077
17,res_48,commercial,123.83151323,119.59461417,1.0688667524468103,0.32,0.7488667524468102
17,res_49,commercial,126.55514537,118.26909842,1.0693438212876052,0.32,0.7493438212876051
17,com_18,commercial,124.74465218,83.24225682,1.0731779357129827,0.32,0.7531779357129826
17,com_19,commercial,122.8203181,82.69733634,1.0712571499605652,0.32,0.7512571499605651
17,com_20,commercial,120.89598401,82.15241587,1.0726969127148012,0.32,0.7526969127148011
