quarter,CF_gov,SNA,Revenue_res,Revenue_com,Revenue_ind,Profit_res,Profit_com,Profit_ind,Housing_pct,Commute_pct,ROI_top10,Payback_med
13,15276.48,15276.48,797.9145943537178,11616.0,806400.0,597.9145943537178,-484.0,403200.0,0.09894774235537175,10.0,10,0
