month,id,type,location_x,location_y,revenue,opex,profit
40,res_1,commercial,129.39358865,74.16550687,1.0991446197173844,0.32,0.7791446197173844
40,res_2,commercial,127.46925456,73.62058639,1.1032708044978143,0.32,0.7832708044978143
40,res_3,commercial,125.54492048,73.07566591,1.1032708044978143,0.32,0.7832708044978143
40,res_4,commercial,121.15133183,73.91015905,1.0991446197173844,0.32,0.7791446197173844
40,res_5,commercial,123.07566591,74.45507952,1.1032708044978143,0.32,0.7832708044978143
40,res_6,commercial,126.92433409,75.54492048,1.1032708044978143,0.32,0.7832708044978143
40,res_7,commercial,120.60641135,75.83449313,1.0991446197173844,0.32,0.7791446197173844
40,res_8,commercial,128.84866817,76.08984095,1.0991446197173844,0.32,0.7791446197173844
40,res_9,commercial,128.3037477,78.01417504,1.0988022868396268,0.32,0.7788022868396267
40,res_10,commercial,121.98582496,78.3037477,1.0988022868396268,0.32,0.7788022868396267
40,res_11,commercial,122.53074544,76.37941361,1.1032708044978143,0.32,0.7832708044978143
40,res_12,commercial,117.84237333,113.2494107,1.101547472296541,0.32,0.781547472296541
40,res_13,commercial,119.28145397,113.69789855,1.102236102854916,0.32,0.7822361028549158
40,res_14,commercial,118.62092235,115.7964068,1.0981183183352687,0.32,0.7781183183352687
40,res_15,commercial,120.25402723,116.30536209,1.0991446197173844,0.32,0.7791446197173844
40,res_16,commercial,120.91455885,114.20685383,1.103616173896758,0.32,0.783616173896758
40,res_17,commercial,123.01493156,114.86143261,1.1005162790864038,0.32,0.7805162790864038
40,res_18,commercial,123.67546318,112.76292436,1.101547472296541,0.32,0.781547472296541
40,com_1,commercial,125.0,75.0,1.1049999999999998,0.32,0.7849999999999997
40,com_2,commercial,124.45507952,76.92433409,1.1032708044978143,0.32,0.7832708044978143
40,com_3,commercial,123.91015905,78.84866817,1.0991446197173844,0.32,0.7791446197173844
40,com_4,commercial,125.83449313,79.39358865,1.0991446197173844,0.32,0.7791446197173844
40,com_5,commercial,126.37941361,77.46925456,1.1032708044978143,0.32,0.7832708044978143
40,com_6,commercial,121.57509047,112.10834558,1.1046536908788718,0.32,0.7846536908788717
40,com_7,commercial,118.50290495,111.15090244,1.1032708044978143,0.32,0.7832708044978143
40,com_8,commercial,119.94198558,111.59939029,1.1046536908788718,0.32,0.7846536908788717
40,res_19,commercial,115.7628787,112.60133855,1.0960719794780702,0.32,0.7760719794780702
40,res_20,commercial,117.18184171,115.34791895,1.0964124570128677,0.32,0.7764124570128677
40,res_21,commercial,122.35439995,116.95994086,1.0960719794780702,0.32,0.7760719794780702
40,res_22,commercial,125.11530428,115.51601139,1.0940339641808534,0.32,0.7740339641808534
40,com_9,commercial,116.42341032,110.5028303,1.0960719794780702,0.32,0.7760719794780702
