quarter,CF_gov,SNA,Revenue_res,Revenue_com,Revenue_ind,Profit_res,Profit_com,Profit_ind,Housing_pct,Commute_pct,ROI_top10,Payback_med
6,6815.52,6815.52,0.0,11184.0,384000.0,0.0,-466.0,192000.0,0.0,10.0,10,0
