quarter,CF_gov,SNA,Revenue_res,Revenue_com,Revenue_ind,Profit_res,Profit_com,Profit_ind,Housing_pct,Commute_pct,ROI_top10,Payback_med
4,4996.799999999999,4996.799999999999,3182.1876162875437,8160.0,297600.0,2442.1876162875446,-340.0,148800.0,1.158980334235232,10.0,10,0
