quarter,CF_gov,SNA,Revenue_res,Revenue_com,Revenue_ind,Profit_res,Profit_com,Profit_ind,Housing_pct,Commute_pct,ROI_top10,Payback_med
2,11.04000000000002,11.04000000000002,7923.736277324564,1968.0,57600.0,5583.736277324562,-82.0,28800.0,13.756486592577366,10.0,10,0
