quarter,CF_gov,SNA,Revenue_res,Revenue_com,Revenue_ind,Profit_res,Profit_com,Profit_ind,Housing_pct,Commute_pct,ROI_top10,Payback_med
11,15259.199999999999,15259.199999999999,503.90732395101566,11040.0,806400.0,383.9073239510157,-460.0,403200.0,0.06248850743440174,10.0,10,0
