quarter,CF_gov,SNA,Revenue_res,Revenue_com,Revenue_ind,Profit_res,Profit_com,Profit_ind,Housing_pct,Commute_pct,ROI_top10,Payback_med
15,15263.519999999999,15263.519999999999,1475.062228174192,11184.0,806400.0,1095.062228174192,-466.0,403200.0,0.18291942313668053,10.0,10,0
