quarter,CF_gov,SNA,Revenue_res,Revenue_com,Revenue_ind,Profit_res,Profit_com,Profit_ind,Housing_pct,Commute_pct,ROI_top10,Payback_med
3,1043.04,1043.04,7851.519509998113,4368.0,105600.0,5771.519509998112,-182.0,52800.0,7.93504378913697,10.0,10,0
