quarter,CF_gov,SNA,Revenue_res,Revenue_com,Revenue_ind,Profit_res,Profit_com,Profit_ind,Housing_pct,Commute_pct,ROI_top10,Payback_med
5,5828.16,5828.16,933.8769581588325,10272.0,336000.0,733.8769581588325,-428.0,168000.0,0.2947843933582173,10.0,10,0
