quarter,CF_gov,SNA,Revenue_res,Revenue_com,Revenue_ind,Profit_res,Profit_com,Profit_ind,Housing_pct,Commute_pct,ROI_top10,Payback_med
14,15262.080000000002,15262.080000000002,1577.015152347696,11136.0,806400.0,1177.0151523476957,-464.0,403200.0,0.19556239488438684,10.0,10,0
