quarter,CF_gov,SNA,Revenue_res,Revenue_com,Revenue_ind,Profit_res,Profit_com,Profit_ind,Housing_pct,Commute_pct,ROI_top10,Payback_med
8,10072.32,10072.32,528.8482594996541,10944.0,547200.0,408.8482594996541,-456.0,273600.0,0.09664624625359175,10.0,10,0
