quarter,CF_gov,SNA,Revenue_res,Revenue_com,Revenue_ind,Profit_res,Profit_com,Profit_ind,Housing_pct,Commute_pct,ROI_top10,Payback_med
12,15273.599999999999,15273.599999999999,407.4637205694264,11520.0,806400.0,307.4637205694264,-480.0,403200.0,0.05052873518966101,10.0,10,0
