quarter,CF_gov,SNA,Revenue_res,Revenue_com,Revenue_ind,Profit_res,Profit_com,Profit_ind,Housing_pct,Commute_pct,ROI_top10,Payback_med
1,-1161.1200000000001,-1161.1200000000001,4334.041049583859,1296.0,0.0,3074.0410495838582,-54.0,0.0,0.0,0.0,10,0
