quarter,CF_gov,SNA,Revenue_res,Revenue_com,Revenue_ind,Profit_res,Profit_com,Profit_ind,Housing_pct,Commute_pct,ROI_top10,Payback_med
9,11990.88,11990.88,882.267069883359,10896.0,643200.0,682.267069883359,-454.0,321600.0,0.13683756743154676,10.0,10,0
