x,y
124.5296134453294,118.0936834030789
122.42648211724676,112.18091623296233
117.01306557667161,116.61291643292401
123.66323886804066,118.1580608005131
122.75010297777976,113.8338473002844
116.76250273509805,111.45434422442436
123.75436049702064,114.83046954721254
127.82427483035666,117.67323549320271
120.41991005700258,117.63233165040451
120.98519886827602,114.44895918661248
116.23347959867755,113.35172296466123
114.14416772418923,116.8991360184521
120.5670137575781,115.79821827515492
126.75433543717729,113.0105550089899
118.21792444034834,118.6937277596646
117.28461897038157,112.98815632822449
122.85371522596581,119.23138255488851
119.64240241115633,110.99785273076444
118.57104090498233,117.24564749606112
124.53279043007507,113.72880198804111
123.55299143089742,116.44910050203903
128.1018722632173,114.06380685068684
118.16706952546643,111.53394186289245
120.83009601778592,111.81161802417358
118.7016281234658,112.99845056158273
120.43928134867785,114.14041398442617
122.22834413701717,117.69685752243754
129.78811566958768,113.96818705949457
129.69842324340726,117.35343119880575
126.33043412054394,120.97297918862515
124.65931185003697,119.80870140110514
125.97089679911703,114.68038675711686
119.51476294306245,118.49092836538583
125.92033180220749,119.56082595210682
115.34059417515937,114.38160704933013
121.96278757956198,115.76794429511084
127.55547375181145,119.8163080586995
119.23291340672932,115.40196571206958
126.89884724093622,115.2361262450302
118.75269160081685,110.01269650841374
116.9628465934756,118.08270650435945
128.40368963607276,120.80456909778415
125.37709722421316,112.27507877223773
129.63745598895198,115.36996217707002
117.92919077710785,114.70010107131642
128.78307066933053,116.66987791311495
128.7957740110366,118.76130476463699
116.1328722005356,115.44744155884739
125.24178450835558,116.25309666111066
126.4341292690378,117.24972969045331
123.98296199413649,112.37370339105041
120.76543709102694,119.74311859039858
