x,y
123.88080555888529,130.8829816312241
123.3595382912944,122.93731373800196
113.43769909404105,122.06310021634857
116.98796793552354,120.51397957505233
126.64468238249549,128.56520083866468
118.4530426079235,125.72331126406341
114.59610358300725,121.93710261044933
113.23128050861875,123.56955940489563
113.3324172267517,125.1932131902976
121.60999099811598,122.05753466743687
114.61004477708681,127.12346623248115
121.88288947482447,127.51048735583694
127.41780254865355,130.15549681529475
119.43210172702064,123.1950898811652
120.86403362817013,121.60553788326801
119.76826932375933,125.72488399674603
122.74219800319392,124.84887589645648
119.01612874669523,127.11198998170933
123.81550788108339,124.12109603945031
120.75076599688212,126.02794428872372
127.03912931774478,123.91451917796343
126.57489151919007,129.86458180951487
116.5375239599672,123.81737368972814
117.35255613397024,124.10246703689904
123.8725342702524,129.98758000346103
124.47329405513325,126.64293125593217
123.50680918965915,126.22884460968679
120.99872235749035,128.17652226920796
122.23147535266786,126.10345325830379
115.68385716112911,121.17395268397503
124.49396862153333,122.47736130446283
117.1844113417047,127.51530809893737
117.92560291101442,122.30670133885867
120.76817700119386,126.94711117486727
127.65899537910342,128.57923214751037
125.63245682093537,131.13593609902517
119.97020084287816,129.46806284757955
124.76104387481988,123.49892690551584
120.2298697682895,125.12060869725035
121.4671798842518,124.81704987870785
120.37358380945824,122.74453276189574
115.88297170393625,123.10212051738894
120.92670904988826,129.39922966674084
112.5507843167485,121.28364004660209
116.8106172361268,121.90507261107145
114.01231905513042,119.77662189446521
119.67799072064142,121.70326346532525
127.3639666885029,125.67556936442064
115.76677118489957,124.68609388385069
126.17624308756831,124.81552700150387
122.80626444370121,127.23957174580718
114.68281926765967,123.45825970088481
122.47787959902233,123.42344721779388
113.58604727519125,127.22316839503964
124.10969693906087,124.90327902716813
115.77246685242054,125.89653748458724
116.7706180782694,126.27779548393666
125.97041858880824,126.25349864103342
119.86596833190156,127.87391778208817
123.67910542834747,127.74978801093124
118.11866751718581,123.15192045609902
115.3493938779742,128.37437242690132
114.59857753730194,125.87595950137225
128.4304568297212,123.891294706097
119.05880610468719,122.08652889189737
113.1608697668314,118.7936791651332
120.37994459823312,124.04310520581768
118.32525809251057,124.82313260273115
115.84427249578263,127.64832308009235
123.21570279260966,122.01928498100347
123.43613296993178,129.16513651083054
119.31764730300397,120.58995638038267
128.17978791217968,125.67269503406013
125.28739776823087,128.94861498650093
125.11631116552594,130.12390825046884
125.91035344020233,127.08805024967978
127.12680090649063,127.12043914053953
117.87426312335752,128.65201452780946
114.25798312794073,124.61759074910309
125.08081707370812,124.32499151522352
119.95256234290203,124.45489159546277
122.71334504347294,130.28446945374836
124.89926005399646,127.94916008844436
118.29344674865692,129.62776010435812
119.18772308502908,128.96168946276904
115.46827706773797,119.98464118752084
124.94891473189273,125.333713049987
117.96880432031163,125.6602085922014
122.42358108923318,128.60134757407775
121.79337486438341,129.7931398320818
122.29119215369481,122.34402179425503
116.99216339282685,128.84816700133706
118.44192802915495,127.95260415703541
127.07243415419585,131.3048253042969
121.83200883471338,123.57003678841875
