x,y
117.36795725698822,132.1245560920976
120.38662347580058,138.56893947985353
118.23119235441679,135.0914710603437
114.34791118683862,135.9381056502339
113.57197294957274,130.46014352556392
123.00209120654073,139.55619992042503
123.2434454087589,137.61634885619281
119.24693397918024,132.77067503195485
119.33598530384938,139.35740404369866
114.70458851845264,131.7162048487049
125.77711113321159,138.47171280773256
124.51016486490109,138.81340194295922
119.19436097125373,131.19969451095932
121.84202955605267,138.13321925478118
116.42683483242936,130.92338668609986
126.71620610470481,142.08445027106953
127.18817040710117,138.11324344726
119.89958682476572,133.88596142718694
121.3711536273175,139.9225593205777
124.6189962287194,140.47694155275414
122.53975838622266,140.87188555627156
124.25646181807386,135.70318694221183
115.64491227880909,132.61172409340148
117.82398712655973,138.6599923702235
119.93487214370519,140.44893798160075
117.63007749574177,133.69194411721716
117.53235514250518,136.63952960103842
126.74998011781767,133.76148619383721
121.32604380422217,134.60148171759988
121.10903358679607,132.6653524304947
127.25260374554104,135.15982182705974
120.24348324963272,136.95334513090418
115.74587968063209,136.81474221478797
121.69964867282499,136.24032947019577
124.25769347093612,133.94905488942845
118.91098227967461,137.29721317743773
114.5266377302571,134.0623811900165
116.50973201894827,135.56548305179882
116.71294992536734,137.95256781305216
125.19299113294242,136.88602126457627
115.89944713734755,134.20066080417558
123.12980999160384,132.64867173650592
122.49600191886292,133.95474590368357
127.89314181277669,139.22798048671652
127.12408714228032,136.66034576180428
119.60167117493589,135.47441370261004
128.45617705763613,142.2036477568562
122.77997759494734,135.8286817203206
124.9946059488247,141.77659767147435
118.08773468094283,130.71699036139748
127.02690447350169,140.52977991365148
125.72407672070237,134.98013576914192
