139.765167,68.551603,103.43
138.454721,69.168322,102.57
136.975836,68.923396,101.15
115.793520,62.129048,80.20
113.983583,61.219824,78.55
68.183105,82.175779,34.70
66.348528,81.666730,34.01
64.756693,80.962588,33.60
63.183555,80.447742,33.11
61.615393,80.435504,32.36
60.104224,80.588317,31.56
58.160382,80.488204,30.74
55.903623,79.590820,30.28
52.903181,77.739066,30.10
50.461002,74.413040,30.87
72.058821,83.753806,35.99
69.543445,83.320693,34.76
67.535849,82.979340,33.85
66.030074,82.756222,33.18
64.592824,82.328087,32.70
63.092841,82.046230,32.12
61.431723,82.135326,31.27
58.159542,81.589219,30.12
55.153302,79.760109,29.88
51.956090,76.537835,30.48
70.835422,84.644692,34.67
68.251307,84.446072,33.31
67.361839,84.394077,32.86
66.022730,84.051153,32.36
64.546245,83.916714,31.69
62.863566,83.474867,31.14
58.880337,82.044482,30.17
56.226854,80.485367,29.92
53.600204,78.389720,30.03
68.687440,84.493624,33.52
66.778918,84.234917,32.65
65.134669,83.917845,31.99
63.470302,83.605739,31.35
61.626260,83.023735,30.83
59.419297,82.243216,30.29
92.481651,84.743467,51.73
91.538387,84.735632,50.75
90.327034,84.664101,49.64
89.093490,84.682049,48.46
88.026625,84.673875,47.44
87.257757,84.761071,46.67
84.936439,84.431292,44.81
82.171187,84.354953,42.57
79.394868,83.968628,40.70
76.633521,83.734118,38.97
73.901042,83.868527,37.08
70.493986,82.781186,35.66
85.395980,84.745494,45.01
84.038922,84.887447,43.75
82.400688,84.811983,42.46
80.764954,84.812170,41.18
79.549121,84.893293,40.21
78.703785,85.022423,39.51
76.498014,84.842331,38.08
74.623412,84.809883,36.93
72.058821,83.753806,35.99
77.276958,84.842660,38.62
75.641771,84.994333,37.48
73.758176,84.810398,36.37
72.066826,84.882720,35.26
70.835422,84.644692,34.67
68.687440,84.493624,33.52
93.593674,83.497352,53.58
91.609560,83.323746,51.72
89.395957,83.317540,49.55
61.406480,78.350242,33.43
59.833765,78.840324,32.42
58.204917,78.953571,31.62
90.729590,59.687437,59.67
89.135820,58.315721,58.87
88.245613,56.825595,58.63
144.255879,66.582993,106.31
139.173509,64.034822,115.50
135.534264,64.282395,98.07
146.050536,69.431850,109.11
143.682481,68.555807,106.74
141.390585,68.552843,104.83
148.285573,70.265054,111.43
142.095366,66.603659,104.51
139.702898,66.032133,102.27
137.633954,66.246341,100.61
136.026591,66.721721,99.40
152.967177,75.651710,118.27
147.990290,71.448984,111.76
144.984737,71.089924,109.13
143.271619,70.997787,107.65
141.797895,71.308364,106.55
140.348394,71.143040,105.18
138.755796,71.319211,103.84
136.786626,71.218895,101.99
150.997603,74.641715,116.11
148.777933,73.402829,113.55
146.590426,73.277732,111.71
144.901798,73.629641,110.51
143.262442,73.675313,109.13
141.588381,73.581428,107.59
139.617350,73.292353,105.63
137.420703,72.904275,103.39
134.931288,72.693406,100.92
158.258600,82.339314,127.18
153.184043,76.536623,119.04
149.798860,76.104362,116.14
147.984379,75.912876,114.55
146.250735,75.956743,113.13
144.457393,75.826730,111.50
142.366070,75.611667,109.50
139.992588,75.087298,106.99
137.592550,74.599384,104.43
135.226865,74.312187,101.97
132.872588,74.328213,99.62
159.417620,83.884390,129.14
153.949868,78.230384,120.81
151.408702,78.131552,118.82
149.405967,78.351539,117.37
147.484722,78.181656,115.67
145.393304,77.966120,113.72
143.058255,77.532700,111.34
140.633095,76.997360,108.71
138.345239,76.541500,106.23
136.196456,76.205764,103.91
134.080540,76.019752,101.67
131.953588,76.125173,99.50
160.880012,85.820590,131.79
155.226902,80.435533,123.39
