80.076346,125.089123,0.51,0
73.836842,124.709007,1.85,0
81.251072,128.767231,354.88,0
75.114299,129.824527,355.30,0
74.475474,122.188833,5.07,0
70.640858,123.896149,3.22,0
73.322639,126.449840,0.03,0
81.630089,124.978778,0.57,0
75.201123,125.415752,0.74,0
72.134641,127.395657,359.09,0
75.870999,124.638500,1.66,0
75.952998,121.663418,5.78,0
78.314084,123.646766,2.71,0
70.864913,126.869389,359.70,0
80.934111,125.576917,359.81,0
76.467895,122.728708,4.20,0
71.275112,122.975257,4.25,0
77.178018,123.881008,2.52,0
72.881693,128.895169,357.09,0
80.429916,129.249492,354.45,0
72.320473,124.639677,2.13,0
78.692657,130.122322,353.84,0
75.148684,128.459337,357.06,0
71.919831,122.305231,5.05,0
79.959829,129.994501,353.53,0
79.394055,123.548451,2.83,0
69.870337,128.381731,358.38,0
77.574760,125.270527,0.52,0
74.327662,128.927945,356.68,0
81.478359,124.020037,1.94,0
72.802425,123.211282,3.84,0
78.780770,126.286200,359.22,0
74.765145,127.296892,358.66,0
75.287640,124.167130,2.36,0
78.319518,124.895171,0.91,0
77.428646,126.179077,359.59,0
70.773439,124.812061,2.13,0
76.468030,129.431960,355.40,0
82.100008,125.990115,358.87,0
77.266686,127.743973,357.46,0
70.186727,126.210716,0.59,0
76.190818,125.733255,0.15,0
81.217479,127.847854,356.28,0
80.656435,123.876479,2.30,0
80.486000,121.720195,5.69,0
71.668858,123.705359,3.33,0
77.707391,122.944015,3.79,0
70.750513,125.505285,1.31,0
73.952515,125.885523,0.34,0
74.075519,123.370215,3.53,0
79.057169,121.677811,5.66,0
70.885887,127.903107,358.73,0
75.672931,126.875137,359.02,0
80.123429,128.081383,356.28,0
78.738538,128.758677,355.77,0
73.233580,127.572897,358.64,0
77.356181,121.787519,5.54,0
82.003641,127.229078,356.95,0
71.919212,129.321843,356.81,0
72.729624,129.960213,355.82,0
80.733564,122.887299,3.82,0
81.101201,126.807718,357.89,0
75.573338,122.837213,4.11,0
73.252488,122.091256,5.26,0
76.402617,127.771974,357.65,0
77.649632,128.926981,355.71,0
77.657272,130.056960,354.14,0
79.474817,122.447214,4.49,0
71.671585,128.451764,357.91,0
75.949898,130.427254,354.22,0
79.845846,127.140080,357.74,0
73.800200,130.090487,355.34,0
78.735957,127.466723,357.54,0
71.880706,125.773052,0.82,0
80.134179,123.905265,2.28,0
73.637825,122.911624,4.16,0
73.243238,126.832528,359.56,0
83.714573,124.484563,0.90,0
74.767016,125.680408,0.46,0
70.922630,127.979066,358.63,0
75.741056,123.558763,3.12,0
78.570009,121.806946,5.46,0
68.810460,127.494852,359.38,0
81.976831,125.356651,359.90,0
77.042032,122.180791,4.95,0
72.077483,124.110665,2.80,0
75.466859,130.285563,354.57,0
80.211402,121.792038,5.58,0
67.961074,129.382067,357.64,0
77.242203,125.280592,0.57,0
83.284199,122.855882,3.59,0
79.515679,125.811347,359.57,0
74.359408,128.272074,357.50,0
75.256655,122.184606,5.04,0
78.738567,123.810047,2.41,0
78.339956,126.523814,358.90,0
69.055086,124.098066,3.19,0
77.934237,129.071537,355.42,0
68.042915,126.148831,1.05,0
76.709468,125.797071,359.97,0
81.658724,122.367191,4.58,0
71.056066,122.530280,4.81,0
69.815484,125.900122,1.00,0
73.912227,125.407007,0.95,0
69.403184,129.332459,357.39,0
75.971903,127.609692,357.97,0
81.042367,129.643813,353.60,0
72.768896,129.270432,356.66,0
82.719413,127.221912,356.70,0
76.657988,129.233924,355.61,0
70.649025,130.233716,356.02,0
80.994325,127.432311,356.98,0
79.475642,128.852112,355.39,0
71.250216,126.140302,0.49,0
80.134179,123.905265,2.28,0
73.637825,122.911624,4.16,0
73.243238,126.832528,359.56,0
83.714573,124.484563,0.90,0
74.767016,125.680408,0.46,0
70.922630,127.979066,358.63,0
75.741056,123.558763,3.12,0
78.570009,121.806946,5.46,0
68.810460,127.494852,359.38,0
81.976831,125.356651,359.90,0
77.042032,122.180791,4.95,0
72.077483,124.110665,2.80,0
75.466859,130.285563,354.57,0
80.211402,121.792038,5.58,0
67.961074,129.382067,357.64,0
77.242203,125.280592,0.57,0
83.284199,122.855882,3.59,0
79.515679,125.811347,359.57,0
74.359408,128.272074,357.50,0
75.256655,122.184606,5.04,0
78.738567,123.810047,2.41,0
78.339956,126.523814,358.90,0
69.055086,124.098066,3.19,0
77.934237,129.071537,355.42,0
68.042915,126.148831,1.05,0
76.709468,125.797071,359.97,0
81.658724,122.367191,4.58,0
71.056066,122.530280,4.81,0
69.815484,125.900122,1.00,0
73.912227,125.407007,0.95,0
69.403184,129.332459,357.39,0
75.971903,127.609692,357.97,0
81.042367,129.643813,353.60,0
72.768896,129.270432,356.66,0
82.719413,127.221912,356.70,0
76.657988,129.233924,355.61,0
70.649025,130.233716,356.02,0
80.994325,127.432311,356.98,0
79.475642,128.852112,355.39,0
71.250216,126.140302,0.49,0
80.134179,123.905265,2.28,0
73.637825,122.911624,4.16,0
73.243238,126.832528,359.56,0
83.714573,124.484563,0.90,0
74.767016,125.680408,0.46,0
70.922630,127.979066,358.63,0
75.741056,123.558763,3.12,0
78.570009,121.806946,5.46,0
68.810460,127.494852,359.38,0
81.976831,125.356651,359.90,0
77.042032,122.180791,4.95,0
72.077483,124.110665,2.80,0
75.466859,130.285563,354.57,0
80.211402,121.792038,5.58,0
67.961074,129.382067,357.64,0
77.242203,125.280592,0.57,0
83.284199,122.855882,3.59,0
79.515679,125.811347,359.57,0
74.359408,128.272074,357.50,0
75.256655,122.184606,5.04,0
78.738567,123.810047,2.41,0
78.339956,126.523814,358.90,0
69.055086,124.098066,3.19,0
77.934237,129.071537,355.42,0
68.042915,126.148831,1.05,0
76.709468,125.797071,359.97,0
81.658724,122.367191,4.58,0
