112.620334, 114.519241, 4.391190, 3,4
108.024373, 110.861169, 83.246990, 3,2
111.621437, 117.669082, 348.722941, 3,6
110.227324, 112.609639, 314.677744, 3,3
103.283884, 115.291687, 101.845952, 3,3
109.765734, 115.115190, 323.934656, 3,4
106.893601, 112.903426, 89.645491, 3,3
101.641804, 109.500042, 63.299434, 3,2
105.185785, 110.132896, 77.892413, 3,2
103.622149, 112.406012, 92.637499, 3,2
97.792851, 109.385094, 349.330522, 3,1
113.333879, 122.704942, 347.180408, 3,7
112.519292, 124.956374, 354.022153, 3,5
111.814842, 127.058407, 182.609704, 3,4
115.906943, 120.912443, 90.145467, 3,5
114.887831, 106.639805, 298.717616, 3,2
115.338945, 123.951205, 135.941581, 3,5
102.639953, 117.520762, 105.625779, 3,3
114.393903, 126.595461, 158.851284, 3,4
118.494583, 119.946090, 82.793421, 3,4
117.691348, 122.839412, 110.420133, 3,4
116.742323, 125.665314, 331.968774, 3,4
121.114637, 119.907246, 321.571067, 3,3
120.310815, 122.299681, 318.513112, 3,3
119.019750, 124.467337, 323.874509, 3,3
110.996707, 107.088572, 0.655627, 3,2
110.033053, 121.455447, 245.345034, 3,7
109.338486, 123.982066, 220.476997, 3,5
108.863532, 126.174197, 28.368826, 3,4
102.683044, 119.719317, 107.200351, 3,3
108.359998, 118.101961, 305.625363, 3,5
107.341783, 121.179074, 266.433740, 3,4
138.556771, 115.089412, 0.302010, 3,1
106.423690, 124.127245, 52.019185, 3,4
135.699103, 115.439552, 340.551121, 3,1
93.504866, 101.462166, 8.413970, 3,1
91.907133, 103.649102, 5.702583, 3,1
87.976730, 101.032921, 358.153070, 3,1
133.049656, 115.129547, 340.645556, 3,1
130.983190, 116.427085, 339.609130, 3,1
128.863009, 114.581799, 7.933831, 3,1
120.248279, 109.580911, 48.792187, 3,2
117.476434, 110.070755, 274.637407, 3,2
106.246171, 115.837080, 92.056160, 3,3
119.689791, 112.119031, 271.248294, 3,2
116.795600, 112.332820, 273.500733, 3,3
113.500504, 108.962244, 298.646508, 3,2
113.067286, 111.160363, 311.143078, 3,3
110.087028, 109.214226, 5.022030, 3,2
96.166125, 103.985890, 15.421670, 3,1
98.357252, 106.408794, 14.990167, 3,1
101.463620, 106.531752, 35.284552, 3,1
99.662639, 103.556025, 23.937410, 3,1
103.916958, 105.598584, 42.954483, 3,1
94.930247, 106.309237, 3.040161, 3,1
99.957152, 112.822014, 121.025306, 3,2
105.185700, 118.848295, 89.524945, 3,3
125.553815, 113.415691, 20.421116, 3,2
122.315785, 112.170972, 39.182629, 3,2
128.275282, 117.477265, 334.224321, 3,1
126.188519, 119.153299, 328.379594, 3,2
125.454226, 115.736617, 330.519656, 3,2
107.196895, 107.237120, 16.000515, 3,2
124.778026, 118.007366, 327.529745, 3,2
122.421114, 114.864880, 28.557557, 3,2
123.463965, 120.967370, 323.815016, 3,2
122.129221, 117.359466, 324.862286, 3,3
120.142160, 115.037807, 261.867711, 3,3
104.353533, 121.823123, 77.232217, 3,3
100.562485, 116.325195, 103.755486, 3,2
119.315729, 117.073255, 252.999258, 3,3
117.679698, 115.171500, 261.133480, 3,3
117.917880, 107.263316, 283.702866, 3,2
116.550809, 117.613714, 54.613721, 3,4
115.362323, 115.332555, 29.413487, 3,4
114.248262, 118.632260, 42.773861, 3,6
71.592084, 62.576366, 64.333154, 3,2
77.369835, 64.282708, 92.093038, 3,3
86.442736, 64.573543, 135.153333, 3,2
95.908269, 72.843857, 176.265308, 3,1
69.935581, 70.076471, 28.422819, 3,4
98.940613, 73.670726, 178.775396, 3,1
78.777274, 79.408681, 251.085386, 3,6
70.605051, 66.285094, 48.923969, 3,3
69.783255, 80.356632, 17.025383, 3,3
93.229816, 71.500716, 171.104704, 3,1
85.832471, 67.694123, 144.998296, 3,3
81.836732, 73.034933, 167.778413, 3,6
91.423615, 74.256916, 181.432221, 3,2
88.246185, 72.415907, 172.148582, 3,2
98.461352, 80.207640, 358.527542, 3,1
75.622914, 79.154016, 286.084818, 3,6
88.343059, 74.484546, 182.033991, 3,2
75.069039, 75.821614, 319.958795, 3,14
59.857613, 69.153767, 15.721558, 3,1
59.438853, 71.463655, 8.049579, 3,1
70.056006, 83.078420, 18.071157, 3,2
85.049505, 73.771326, 177.623633, 3,4
92.905899, 80.762095, 338.154566, 3,1
91.114344, 77.354350, 193.359436, 3,2
90.841561, 79.883559, 335.383818, 3,2
55.549900, 72.359548, 4.495784, 4,1
90.155305, 82.288891, 336.681662, 3,2
86.957217, 80.779148, 337.131439, 3,2
63.393891, 80.043643, 10.975657, 3,2
86.572649, 83.251554, 339.066765, 3,2
66.607777, 80.910603, 14.220955, 3,2
83.538459, 82.767717, 343.814075, 3,3
80.009615, 82.324803, 353.196202, 3,3
73.086335, 82.721552, 15.862463, 3,3
80.399640, 84.539957, 353.151330, 3,3
63.774179, 67.215486, 25.604319, 3,2
57.956841, 76.865940, 351.384489, 3,1
68.554080, 63.927090, 49.808798, 3,2
75.953184, 82.361274, 6.833061, 3,4
63.007530, 70.126285, 14.952258, 3,2
57.034030, 75.129815, 356.753325, 3,1
60.510816, 76.535890, 351.338648, 3,1
67.424089, 67.666626, 34.360600, 3,2
95.682268, 79.201815, 345.639873, 3,1
74.118351, 64.891576, 72.690762, 3,3
84.372948, 62.946305, 124.311802, 3,2
60.141838, 74.291951, 359.210929, 3,1
83.451751, 66.185605, 129.766928, 3,3
63.133382, 76.278336, 350.865244, 3,2
63.030454, 73.203808, 2.892606, 3,2
66.110739, 75.183291, 353.879019, 3,3
66.483940, 77.081627, 343.972420, 3,3
59.862243, 78.873674, 7.859229, 3,1
66.340141, 73.252383, 4.230917, 3,3
88.413605, 66.062348, 144.527701, 3,2
66.732374, 71.262377, 14.588439, 3,3
69.666291, 77.591960, 335.470935, 3,4
69.287067, 75.049577, 351.836095, 3,4
88.386015, 69.248198, 156.294773, 3,2
72.615544, 78.406142, 316.111809, 3,5
76.348048, 68.403560, 82.310121, 3,6
78.749454, 76.182100, 231.452163, 3,11
73.059737, 69.005023, 51.023589, 3,5
80.825759, 64.946095, 113.246366, 3,3
81.760089, 79.131660, 226.814845, 3,4
84.712692, 78.719369, 211.328144, 3,3
76.240625, 84.605568, 4.288639, 3,3
84.846654, 76.253692, 196.920586, 3,4
69.551518, 72.648250, 10.813055, 3,4
82.599902, 69.797899, 143.594254, 3,4
96.018428, 77.303407, 190.223903, 3,1
75.435748, 71.683113, 54.082983, 3,11
98.538927, 77.478848, 189.436310, 3,1
81.620128, 76.065381, 205.278843, 3,6
96.206807, 75.548911, 184.538231, 3,1
93.753304, 75.050235, 183.398845, 3,1
87.696863, 78.285501, 202.025383, 3,2
93.526966, 77.180256, 191.453715, 3,1
85.370941, 71.107342, 161.241519, 3,3
98.733323, 75.953849, 185.085322, 3,1
72.427419, 75.156692, 345.604472, 3,7
88.175525, 76.476775, 193.065944, 3,2
60.750833, 80.907904, 8.894833, 3,1
72.697034, 72.229430, 22.602801, 3,7
91.546685, 69.322002, 163.264326, 3,2
79.641138, 68.734529, 117.697177, 3,5
79.138279, 72.079943, 138.676634, 3,10
95.486820, 81.111558, 343.215494, 3,1
78.596376, 60.643243, 95.540501, 4,2
74.886251, 61.073068, 80.341122, 3,2
82.036837, 61.513244, 112.033234, 3,2
101.425258, 80.663833, 21.934820, 3,2
104.650037, 82.683877, 35.050232, 3,2
107.642580, 84.222990, 40.675072, 3,2
110.252575, 86.123821, 44.693656, 3,3
113.237068, 88.335489, 48.093714, 3,4
115.646232, 90.722709, 48.575374, 3,3
117.881074, 93.593665, 40.117565, 3,3
118.639567, 91.000931, 268.421105, 3,4
120.807758, 94.552305, 116.566462, 3,3
121.690444, 92.006110, 121.155726, 3,4
124.132526, 93.224596, 340.101144, 3,4
128.799378, 93.034090, 10.680393, 3,3
132.520828, 93.914573, 33.611335, 3,3
134.470121, 95.994050, 40.455623, 3,2
136.316373, 95.167741, 41.795906, 3,2
138.018238, 93.938845, 32.095475, 3,2
134.900883, 92.312392, 38.979585, 3,2
132.535768, 90.472455, 47.096125, 3,4
130.627478, 91.719167, 19.677948, 3,4
128.312005, 89.895914, 5.202167, 3,7
125.201502, 90.402113, 125.990446, 3,7
122.660096, 89.546990, 125.215376, 3,11
119.300452, 88.341018, 264.756022, 3,14
115.955050, 86.738508, 263.486664, 3,7
112.772045, 84.245062, 44.433412, 3,5
109.444551, 82.389514, 40.957325, 3,3
106.888739, 81.186306, 36.793965, 3,2
104.051994, 80.191597, 30.433170, 3,2
134.639233, 88.308905, 47.354516, 3,4
137.622039, 90.229070, 36.612704, 3,2
140.338283, 92.602353, 30.003296, 3,2
142.543954, 90.902904, 71.012314, 3,2
139.423175, 88.331527, 70.441862, 3,2
136.361202, 85.547273, 69.908249, 3,4
144.503289, 88.386087, 70.832321, 4,2
140.888168, 84.279068, 69.891247, 5,2
137.653315, 79.575245, 68.645760, 5,4
132.590951, 81.510039, 21.255224, 5,2
130.065044, 85.690545, 345.151284, 5,2
133.941448, 75.177201, 352.536331, 5,1
128.331362, 76.665953, 336.242698, 5,3
125.403266, 84.249101, 347.762377, 5,3
120.041957, 82.563767, 338.983375, 5,3
122.310496, 74.786638, 339.227652, 5,3
124.088070, 68.009422, 266.844309, 5,1
130.327152, 69.895806, 340.049898, 5,1
116.869432, 69.863727, 343.231206, 5,1
115.039854, 75.541224, 124.149198, 5,2
114.727044, 80.181102, 59.662743, 5,2
108.138450, 77.497712, 44.774386, 5,1
110.233219, 71.659162, 64.979310, 5,1
102.895115, 77.112773, 84.760570, 4,1
104.222139, 73.518686, 64.682928, 4,1
