update_id,avg_policy_loss,avg_value_loss,avg_kl_divergence,avg_clip_fraction,avg_entropy,final_advantages_mean,final_advantages_std
0,-10.034040451049805,19.05366277694702,0.00128340351091083,0.02083333395421505,3.7423698604106903,9.734313011169434,1.0153816938400269
1,-9.190012574195862,38.66620874404907,0.009526245790766552,0.26250000577419996,3.763637065887451,8.89169692993164,2.9696576595306396
2,-5.749680399894714,110.20701503753662,0.014846182777546346,0.44583333656191826,3.757941097021103,5.709109306335449,6.962592601776123
3,0.3441781848669052,354.8430480957031,0.0065505266829859465,0.20833333721384406,3.7651908099651337,-0.306840717792511,9.251471519470215
4,2.1429891288280487,1261.9364624023438,0.0015048358873173129,0.004166666883975267,3.763534277677536,-2.0831828117370605,9.214323997497559
5,2.1958577632904053,3161.3343505859375,0.00016788333414297085,0.0,3.7685115933418274,-2.200737476348877,9.77422046661377
6,4.486261188983917,7388.123046875,0.00017200915135617834,0.0,3.763747066259384,-4.496397972106934,8.916796684265137
7,3.291140466928482,14333.514038085938,0.0005060067269369029,0.0,3.766144424676895,-3.3333332538604736,9.589265823364258
8,3.8563568592071533,28479.375732421875,0.00195641654136125,0.01666666753590107,3.764257788658142,-4.0,9.321831703186035
9,2.5100544095039368,54212.03955078125,0.007666377234272659,0.2208333406597376,3.760742038488388,-2.6666667461395264,9.802650451660156
