update_id,avg_policy_loss,avg_value_loss,avg_kl_divergence,avg_clip_fraction,avg_entropy,final_advantages_mean,final_advantages_std
0,-10.110672235488892,18.31200671195984,0.0012906631356486287,0.025000001303851604,3.8700360655784607,9.780821800231934,0.8487355709075928
1,-9.010579824447632,38.923999309539795,0.009497220278717577,0.22500000707805157,3.862149238586426,8.781660079956055,3.6161601543426514
2,-4.718225359916687,112.2035322189331,0.017486087861470878,0.40000000409781933,3.8563813865184784,5.101437568664551,7.172028064727783
3,-0.39514146000146866,405.34667587280273,0.004845874049351551,0.11250000167638063,3.86508709192276,0.42089220881462097,9.1666841506958
4,1.59528049826622,1233.0771942138672,0.0007899724150775,0.008333333767950535,3.869296818971634,-1.57424795627594,9.301385879516602
5,4.774529278278351,3442.3749084472656,0.0002398606975475559,0.0,3.8701868653297424,-4.806396961212158,8.4126558303833
6,4.606611609458923,7506.963317871094,0.0008273390994872898,0.0,3.8695812821388245,-4.666666507720947,8.995529174804688
7,4.092096745967865,14158.629638671875,0.00610476586734876,0.20000000530853868,3.8659431636333466,-4.373563766479492,8.884344100952148
8,4.532251596450806,28783.493408203125,0.01211784000042826,0.42500000447034836,3.860309600830078,-4.896252155303955,8.691035270690918
9,4.19257378578186,46171.361328125,0.016139991814270616,0.4375000074505806,3.8584386706352234,-4.666666507720947,8.995529174804688
