episode_id,total_return,edu_return,ind_return,episode_length,final_kl_divergence,final_clip_fraction
0,31.321874953012635,20.374494886042545,10.94738006697009,30,0.0,0.0
1,30.536748809239135,19.932888868245474,10.603859940993663,30,0.0,0.0
2,30.099592969041367,19.821256809780287,10.278336159261078,30,0.0,0.0
3,30.403048345019663,20.065169862160822,10.337878482858839,30,0.0,0.0
4,30.099189489220073,19.821177720320676,10.278011768899397,30,0.0,0.0
5,30.402696715135896,20.065121537265227,10.33757517787067,30,0.0,0.0
6,29.909352469956147,19.512478758583974,10.396873711372175,30,0.0,0.0
7,31.17345191788086,20.510584106299984,10.662867811580876,30,0.0,0.0
8,31.05672114545312,20.129912639331206,10.926808506121915,30,0.0,0.0
9,30.87974738849333,19.994471168516284,10.885276219977042,30,0.0,0.0
