update_id,avg_policy_loss,avg_value_loss,avg_kl_divergence,avg_clip_fraction,avg_entropy,final_advantages_mean,final_advantages_std
0,-7.553982198238373,3.399074047803879,0.0016185748041834813,0.033333334140479565,3.7077860236167908,7.291842937469482,1.898488998413086
1,-5.677067756652832,6.483882308006287,0.006411576032405719,0.1750000030733645,3.7755362689495087,5.64866828918457,2.6920909881591797
2,-3.9704988598823547,24.15432381629944,0.011955075431615114,0.2958333417773247,3.77926567196846,3.957184076309204,5.3658037185668945
3,-0.5668090134859085,88.97257995605469,0.003750104835489765,0.05833333544433117,3.766933113336563,0.5707916617393494,7.126667499542236
4,1.0297748744487762,324.91250228881836,0.0014211626512405928,0.012500000651925802,3.786669671535492,-0.9904089570045471,7.629629611968994
5,4.110727667808533,878.15234375,0.00022021649419912137,0.0,3.7715718746185303,-4.099567890167236,8.179712295532227
6,4.188236773014069,2236.5917358398438,5.589237025560578e-05,0.0,3.7883614599704742,-4.1788177490234375,8.076169967651367
7,4.976473748683929,4610.436950683594,0.00035862266486219596,0.0,3.7716612815856934,-5.070922374725342,8.112483978271484
8,5.176813542842865,9148.989501953125,0.0008704561441845726,0.0,3.787705957889557,-5.335870265960693,8.129354476928711
9,5.076146483421326,15893.728515625,0.006326344358967617,0.16250000521540642,3.7687171697616577,-5.540284633636475,7.981780052185059
