update_id,avg_policy_loss,avg_value_loss,avg_kl_divergence,avg_clip_fraction,avg_entropy,final_advantages_mean,final_advantages_std
0,-7.355240702629089,3.2823789417743683,0.0008319114607502343,0.0,3.740576982498169,7.156950950622559,1.5976738929748535
1,-5.720399081707001,7.095000684261322,0.0048676983860787,0.15833333600312471,3.7703699469566345,5.669630527496338,2.5507266521453857
2,-3.6415892243385315,26.648008346557617,0.010314284940250218,0.23333334177732468,3.7224035263061523,3.6452481746673584,5.170815467834473
3,-0.6055779978632927,103.56113815307617,0.004849905672017485,0.11666667135432363,3.762763261795044,0.6233015656471252,7.289764881134033
4,2.4723479747772217,341.32678985595703,0.004678830111515708,0.1416666698642075,3.7283356487751007,-2.321686029434204,6.877412796020508
5,3.122092843055725,973.3704986572266,0.0002753988610493252,0.0,3.7699180245399475,-3.1004388332366943,8.778170585632324
6,6.478894650936127,2261.9117431640625,6.33407121313212e-05,0.0,3.732066124677658,-6.477289199829102,6.968466758728027
7,4.058711647987366,4870.786193847656,0.00016481366674270248,0.0,3.770262986421585,-4.101095676422119,8.90284252166748
8,7.062866449356079,9086.470581054688,0.000714593490556581,0.0,3.731451153755188,-7.209097385406494,6.898818016052246
9,4.4258288741111755,16568.4443359375,0.004224307194817811,0.13333333563059568,3.767210751771927,-4.664862632751465,8.994427680969238
