update_id,avg_policy_loss,avg_value_loss,avg_kl_divergence,avg_clip_fraction,avg_entropy,final_advantages_mean,final_advantages_std
0,-10.081273674964905,28.226882696151733,0.0010255459230137376,0.008928571827709675,2.838327944278717,9.807732582092285,0.9005503058433533
1,-9.117408633232117,56.995025634765625,0.009683068667072803,0.3080357117578387,2.8199755251407623,8.86680793762207,3.7224857807159424
2,-6.749441564083099,167.21295547485352,0.016128344694152474,0.5267857126891613,2.823837786912918,6.7548441886901855,6.581052780151367
3,-4.636936843395233,570.7458877563477,0.0069515040959231555,0.16964286239817739,2.832283467054367,4.581191062927246,8.267781257629395
4,-0.18601923063397408,1812.0832977294922,0.002519405825296417,0.01785714365541935,2.8357864916324615,0.18075759708881378,8.32623291015625
5,4.65266740322113,4846.975891113281,0.0017541790803079493,0.01785714365541935,2.837166041135788,-4.592785358428955,8.67326831817627
6,6.112229645252228,11251.900024414062,0.00020603359189408366,0.0,2.838618725538254,-6.0549702644348145,7.39615535736084
7,6.432971835136414,23403.82666015625,0.0001092150896511157,0.0,2.8387841880321503,-6.454677104949951,7.135463237762451
8,7.109433352947235,43945.87255859375,9.620681248634355e-05,0.0,2.8387287259101868,-7.142857074737549,7.12696647644043
9,7.0295529961586,78102.96875,0.00036386105421115644,0.0,2.838557541370392,-7.142857074737549,7.12696647644043
