episode_id,total_return,edu_return,ind_return,episode_length,final_kl_divergence,final_clip_fraction
0,32.191195552605365,20.19343947000643,11.997756082598931,30,0.0,0.0
1,31.538456447853463,20.072203639126528,11.466252808726935,30,0.0,0.0
2,31.993317576509963,20.294598210437645,11.698719366072318,30,0.0,0.0
3,31.27812224642858,19.90106478356274,11.377057462865837,30,0.0,0.0
4,31.99286291509827,20.294588942141594,11.698273972956677,30,0.0,0.0
5,31.27769252188231,19.90105560794965,11.37663691393266,30,0.0,0.0
6,31.09050547377192,19.897838204001978,11.192667269769943,30,0.0,0.0
7,31.30329463419077,20.14517877162831,11.158115862562463,30,0.0,0.0
8,30.880779560804726,19.685890476603284,11.194889084201444,30,0.0,0.0
9,31.114353875475516,20.129329295693843,10.985024579781674,30,0.0,0.0
10,30.884937745050156,19.631754340271307,11.253183404778849,30,0.0,0.0
11,30.653357710577858,19.982661485178582,10.670696225399276,30,0.0,0.0
12,31.562475580349094,19.640030358270412,11.922445222078684,30,0.0,0.0
13,31.226635862451037,20.03238117588168,11.194254686569355,30,0.0,0.0
14,31.73598441004448,20.16245883180122,11.573525578243258,30,0.0,0.0
15,30.633366692926288,19.46431635941225,11.169050333514036,30,0.0,0.0
16,31.72255952707942,20.255736448194977,11.466823078884442,30,0.0,0.0
17,31.162421006868364,19.958162988857627,11.204258018010739,30,0.0,0.0
18,31.496322774998404,20.24711439045146,11.249208384546945,30,0.0,0.0
19,31.01024921718721,20.109582708744654,10.900666508442557,30,0.0,0.0
20,31.495970723618186,20.247106498888765,11.24886422472942,30,0.0,0.0
21,31.009883324882864,20.109574896097588,10.900308428785277,30,0.0,0.0
22,31.495625678060428,20.247098764368168,11.248526913692261,30,0.0,0.0
23,31.009524713835372,20.109567238922196,10.899957474913176,30,0.0,0.0
24,31.495287498909274,20.24709118376453,11.248196315144742,30,0.0,0.0
25,31.00917323914772,20.109559734124588,10.899613505023133,30,0.0,0.0
26,30.282841798007443,19.56552559720531,10.717316200802134,30,0.0,0.0
27,31.995097284656673,20.4377082679384,11.557389016718274,30,0.0,0.0
28,30.695938902714822,19.567694740966562,11.128244161748261,30,0.0,0.0
29,31.852217984990197,20.238079727508985,11.61413825748121,30,0.0,0.0
30,30.972762716671227,20.13414258708365,10.838620129587577,30,0.0,0.0
31,31.970365747873892,19.680451439552563,12.289914308321329,30,0.0,0.0
32,30.972452606698678,20.134135592121865,10.838317014576813,30,0.0,0.0
33,31.61520844226603,19.794463306475695,11.820745135790336,30,0.0,0.0
34,30.972148667914578,20.13412873635982,10.838019931554758,30,0.0,0.0
35,31.681900790924523,19.831721591974492,11.85017919895003,30,0.0,0.0
36,31.13087526241373,20.177569817921572,10.953305444492157,30,0.0,0.0
37,31.273462485632145,20.224319862723814,11.049142622908331,30,0.0,0.0
38,31.130583300030445,20.177563232303907,10.953020067726536,30,0.0,0.0
39,31.273186120186697,20.224313342962322,11.048872777224375,30,0.0,0.0
40,31.130297147698574,20.17755677774003,10.952740369958544,30,0.0,0.0
41,31.27291525441362,20.224306952944087,11.04860830146953,30,0.0,0.0
42,32.13646325363892,20.38370633605934,11.75275691757958,30,0.0,0.0
43,30.7598965283956,20.294247619807358,10.465648908588243,30,0.0,0.0
44,31.37769505093562,20.05182959222521,11.325865458710409,30,0.0,0.0
45,31.862110928192322,19.951038403323757,11.911072524868565,30,0.0,0.0
46,31.377410452086057,20.051823515381447,11.32558693670461,30,0.0,0.0
47,31.861815806274983,19.951032387248432,11.910783419026549,30,0.0,0.0
48,31.177556794461935,19.785719256041048,11.391837538420889,30,0.0,0.0
49,31.908975153946756,20.372277390474785,11.536697763471969,30,0.0,0.0
