episode_id,total_return,edu_return,ind_return,episode_length,final_kl_divergence,final_clip_fraction
0,12.382750621554779,6.490433508053229,5.89231711350155,30,0.0,0.0
1,11.154529472787857,6.093410310589641,5.0611191621982154,30,0.0,0.0
2,11.838560941818809,6.396869741642039,5.441691200176771,30,0.0,0.0
3,11.151401073380043,6.045467184980386,5.105933888399658,30,0.0,0.0
4,11.838560889412825,6.396869741642039,5.441691147770787,30,0.0,0.0
5,11.151401073380043,6.045467184980386,5.105933888399658,30,0.0,0.0
6,11.838560837529592,6.396869741642039,5.4416910958875535,30,0.0,0.0
7,11.509576657175842,6.4036427687761845,5.105933888399658,30,0.0,0.0
8,11.838560786163894,6.396869741642039,5.441691044521855,30,0.0,0.0
9,11.509576657175842,6.4036427687761845,5.105933888399658,30,0.0,0.0
