update_id,avg_policy_loss,avg_value_loss,avg_kl_divergence,avg_clip_fraction,avg_entropy,final_advantages_mean,final_advantages_std
0,-7.407162725925446,3.1814911663532257,0.01125847967486493,0.24583333637565374,3.767653077840805,6.938595294952393,1.4449479579925537
1,-6.28124076128006,4.326079308986664,0.04312072694301605,0.6875000074505806,3.7171894013881683,6.527425289154053,1.8308265209197998
2,-5.724236786365509,5.770623564720154,0.02873023913707584,0.633333332836628,3.730770707130432,6.046315670013428,2.4263429641723633
3,-5.592314600944519,8.90648865699768,0.005014361784560606,0.10833333479240537,3.7368785738945007,5.4416022300720215,3.1587884426116943
4,-5.134551465511322,14.169604778289795,0.015485229989280924,0.4666666672565043,3.752997875213623,4.681563854217529,4.084178447723389
5,-3.6004765033721924,26.085962057113647,0.03539372980594635,0.7624999955296516,3.705983489751816,3.396728992462158,5.764296054840088
6,-2.616658478975296,43.767282009124756,0.008740773948375136,0.28333333181217313,3.764124572277069,2.3550233840942383,6.20794153213501
7,-1.2965179234743118,81.61426544189453,0.007570639776531607,0.3125000046566129,3.7285203635692596,1.175581693649292,7.147921562194824
8,0.2790976520627737,127.6044340133667,0.009499178355326876,0.370833333581686,3.7631435990333557,-0.1958247870206833,7.589231967926025
9,1.0411153137683868,221.45744132995605,0.0003951829894504044,0.0,3.7430457174777985,-1.0143158435821533,8.129836082458496
