update_id,avg_policy_loss,avg_value_loss,avg_kl_divergence,avg_clip_fraction,avg_entropy,final_advantages_mean,final_advantages_std
0,-10.074005603790283,20.155360221862793,0.001246854813302889,0.01666666753590107,3.767237663269043,9.749680519104004,1.0004700422286987
1,-9.394615054130554,37.83560132980347,0.009711049060570076,0.2583333384245634,3.756019413471222,8.998998641967773,2.885684013366699
2,-6.360644161701202,111.74718570709229,0.017541025299578905,0.4333333373069763,3.748211055994034,6.506457328796387,6.7856550216674805
3,-1.9032874256372452,329.66747283935547,0.015592613315675408,0.4291666829958558,3.7457443177700043,2.0602333545684814,8.47474193572998
4,2.20341295003891,1150.3565521240234,0.0019306068570585921,0.012500000651925802,3.767016261816025,-2.1386361122131348,9.235505104064941
5,1.8620928823947906,3194.7252502441406,0.00019216639884689357,0.0,3.761106640100479,-1.8557597398757935,9.868278503417969
6,4.833075284957886,7030.6431884765625,0.00014005389130034018,0.0,3.760803073644638,-4.864297389984131,8.603303909301758
7,4.269866347312927,13474.2080078125,0.00020588498045981396,0.0,3.770926207304001,-4.275681495666504,9.010622024536133
8,4.643437743186951,25726.72998046875,0.0003363324540259782,0.0,3.7493853867053986,-4.666666507720947,8.995529174804688
9,2.636506348848343,47545.8056640625,0.0008129240304697305,0.0,3.7602896690368652,-2.6666667461395264,9.802650451660156
