update_id,avg_policy_loss,avg_value_loss,avg_kl_divergence,avg_clip_fraction,avg_entropy,final_advantages_mean,final_advantages_std
0,-10.076247453689575,20.34634757041931,0.0014464885380220949,0.041666666977107525,3.765542656183243,9.750064849853516,0.9697834849357605
1,-9.081384420394897,38.533719539642334,0.00665065148496069,0.17500000353902578,3.7636105716228485,8.936655044555664,3.1317214965820312
2,-6.694119989871979,112.15654277801514,0.010168921784497797,0.30416667088866234,3.761538028717041,6.448288917541504,6.628779411315918
3,-0.8922566473484039,333.31274032592773,0.007332099135965109,0.20416667312383652,3.761647880077362,0.9490795135498047,9.111837387084961
4,1.0620199888944626,1158.618179321289,0.0021391178743215278,0.029166667256504297,3.768770843744278,-1.0076773166656494,9.420830726623535
5,3.3375644385814667,2783.68212890625,0.00014337365519168088,0.0,3.7687019407749176,-3.3333332538604736,9.589265823364258
6,3.820089966058731,6887.537841796875,6.967337685637176e-05,0.0,3.7704830169677734,-3.812126636505127,9.253281593322754
7,3.9170965552330017,14439.427490234375,0.00015726952824479667,0.0,3.7661293745040894,-3.9287142753601074,9.28246021270752
8,4.555948436260223,27195.0908203125,0.00030246856113080867,0.0,3.7703368961811066,-4.618138790130615,8.96965503692627
9,4.635760605335236,48550.455078125,0.0016579929724684916,0.012500000186264515,3.7654033601284027,-4.761999607086182,8.8486909866333
10,5.161732971668243,79441.9267578125,0.003491790674161166,0.10000000381842256,3.7614481151103973,-5.297210216522217,8.585648536682129
11,4.675111889839172,119228.4140625,0.0032875000324565917,0.07083333656191826,3.7701261043548584,-4.666666507720947,8.995529174804688
12,5.006357967853546,196331.423828125,0.005361066723708063,0.19166667014360428,3.75972056388855,-5.31252908706665,8.513400077819824
13,4.510769724845886,274666.09765625,0.005277040065266192,0.15416667237877846,3.768530488014221,-4.69267463684082,8.952688217163086
14,5.18061888217926,426977.9765625,0.00850348686799407,0.34583334252238274,3.7568385303020477,-5.692397117614746,8.154741287231445
15,4.924156963825226,567550.8671875,0.00939440622460097,0.34166667610406876,3.7643928229808807,-5.333333492279053,8.60366153717041
16,4.71457314491272,844763.953125,0.012871892307884991,0.5916666761040688,3.7524072527885437,-5.333333492279053,8.60366153717041
17,4.749426066875458,1078817.28125,0.011363296769559383,0.5041666738688946,3.7621498107910156,-5.333333492279053,8.60366153717041
18,4.616416871547699,1552052.09375,0.012764924205839634,0.5833333432674408,3.750753343105316,-5.333333492279053,8.60366153717041
19,4.6565476059913635,1920997.171875,0.013042045291513205,0.6749999895691872,3.760000169277191,-5.333333492279053,8.60366153717041
20,3.764995902776718,2472546.96875,0.009352415450848639,0.3375000096857548,3.7142697274684906,-4.0,9.321831703186035
21,5.914939641952515,3539992.0625,0.012051965575665236,0.3291666768491268,3.756705492734909,-6.0,8.136761665344238
22,3.6726112067699432,4081778.25,0.007933300046715885,0.21250000596046448,3.7155551612377167,-4.0,9.321831703186035
23,5.719991087913513,5723769.3125,0.010821693460457027,0.47083333507180214,3.756050765514374,-6.0,8.136761665344238
24,4.162376523017883,6241515.6875,0.00976759975310415,0.3583333417773247,3.72825089097023,-4.53062629699707,8.94279670715332
25,4.539493680000305,7704096.375,0.012228208826854825,0.3750000074505806,3.7566096782684326,-4.666666507720947,8.995529174804688
26,3.7084271907806396,9566220.25,0.00946604844648391,0.2666666731238365,3.7280028760433197,-4.127869129180908,9.147855758666992
27,4.385702848434448,11631080.75,0.010682077147066593,0.4125000052154064,3.755052924156189,-4.666666507720947,8.995529174804688
28,3.539626270532608,14236836.75,0.010338707244955003,0.4333333373069763,3.7264296412467957,-4.0,9.321831703186035
29,4.271004319190979,17088844.5,0.009374529123306274,0.3416666742414236,3.754297912120819,-4.666666507720947,8.995529174804688
30,4.080120742321014,20668696.5,0.010979149490594864,0.5500000081956387,3.724380284547806,-4.666666507720947,8.995529174804688
31,4.185163378715515,24523561.25,0.01094650465529412,0.4208333380520344,3.752348482608795,-4.666666507720947,8.995529174804688
32,4.040274262428284,29340396.0,0.011769531411118805,0.5166666731238365,3.7226064801216125,-4.666666507720947,8.995529174804688
33,4.108831942081451,34461724.5,0.011586465290747583,0.5416666716337204,3.7508038878440857,-4.666666507720947,8.995529174804688
34,4.008480966091156,40837410.0,0.012411449919454753,0.604166679084301,3.721581816673279,-4.666666507720947,8.995529174804688
35,4.065977990627289,47545367.5,0.01194525754544884,0.5625000074505806,3.7504534125328064,-4.666666507720947,8.995529174804688
36,3.9966313242912292,55859021.5,0.012904227245599031,0.5791666768491268,3.720963567495346,-4.666666507720947,8.995529174804688
37,4.041662275791168,64513582.5,0.012136024422943592,0.5541666746139526,3.749945193529129,-4.666666507720947,8.995529174804688
38,6.256765067577362,81653358.0,0.013792809448204935,0.533333346247673,3.7497782707214355,-6.666666507720947,7.58098030090332
