episode_id,total_return,edu_return,ind_return,episode_length,final_kl_divergence,final_clip_fraction
0,30.42084908592404,20.036910075776134,10.383939010147904,30,0.0,0.0
1,31.656838851504496,19.973161340657246,11.683677510847248,30,0.0,0.0
2,31.680397369787514,20.242561637456298,11.437835732331216,30,0.0,0.0
3,30.450422830034682,19.769125435822726,10.681297394211958,30,0.0,0.0
4,31.679947857429184,20.24255236916025,11.437395488268935,30,0.0,0.0
5,30.450013495739732,19.769116260209646,10.680897235530086,30,0.0,0.0
6,31.281102536177222,20.38544283389848,10.89565970227874,30,0.0,0.0
7,31.709212302090712,19.876753496266403,11.832458805824311,30,0.0,0.0
8,31.024679571787352,20.08230670561081,10.942372866176543,30,0.0,0.0
9,32.351923315807376,20.51988807440433,11.832035241403045,30,0.0,0.0
