episode_id,total_return,edu_return,ind_return,episode_length,final_kl_divergence,final_clip_fraction
0,11.353680691669307,5.867497026070703,5.486183665598605,30,0.0,0.0
1,11.305067787050305,6.18937129022329,5.115696496827016,30,0.0,0.0
2,11.946253161747567,6.5308552001487135,5.415397961598854,30,0.0,0.0
3,11.694720834607459,6.170305531906014,5.524415302701444,30,0.0,0.0
4,11.946253156432878,6.5308552001487135,5.415397956284163,30,0.0,0.0
5,11.694720818679329,6.170305531906014,5.524415286773316,30,0.0,0.0
6,11.946253151128811,6.5308552001487135,5.415397950980097,30,0.0,0.0
7,11.694720802783042,6.170305531906014,5.524415270877029,30,0.0,0.0
8,11.946253145835346,6.5308552001487135,5.4153979456866335,30,0.0,0.0
9,11.69472078691853,6.170305531906014,5.524415255012517,30,0.0,0.0
10,11.946253140552464,6.5308552001487135,5.415397940403751,30,0.0,0.0
11,11.694720771085734,6.170305531906014,5.52441523917972,30,0.0,0.0
12,11.946253135280143,6.5308552001487135,5.41539793513143,30,0.0,0.0
13,11.694720755284585,6.170305531906014,5.524415223378572,30,0.0,0.0
14,11.946253130018361,6.5308552001487135,5.4153979298696475,30,0.0,0.0
15,11.694720739515024,6.170305531906014,5.52441520760901,30,0.0,0.0
16,11.946253124767097,6.5308552001487135,5.415397924618383,30,0.0,0.0
17,11.694720723776985,6.170305531906014,5.524415191870972,30,0.0,0.0
18,11.946253119526329,6.5308552001487135,5.415397919377616,30,0.0,0.0
19,11.69472070807041,6.170305531906014,5.5244151761643945,30,0.0,0.0
20,11.94625311429604,6.5308552001487135,5.415397914147326,30,0.0,0.0
21,11.69472069239523,6.170305531906014,5.524415160489214,30,0.0,0.0
22,11.946253109076205,6.5308552001487135,5.415397908927491,30,0.0,0.0
23,11.694720676751384,6.170305531906014,5.524415144845369,30,0.0,0.0
24,11.946253103866804,6.5308552001487135,5.41539790371809,30,0.0,0.0
25,11.69472066113881,6.170305531906014,5.5244151292327945,30,0.0,0.0
26,11.946253098667817,6.5308552001487135,5.415397898519104,30,0.0,0.0
27,11.694720645557446,6.170305531906014,5.524415113651431,30,0.0,0.0
28,11.946253093479223,6.5308552001487135,5.41539789333051,30,0.0,0.0
29,11.694720630007229,6.170305531906014,5.524415098101214,30,0.0,0.0
30,11.946253088301,6.5308552001487135,5.415397888152287,30,0.0,0.0
31,11.694720614488096,6.170305531906014,5.524415082582082,30,0.0,0.0
32,11.94625308313313,6.5308552001487135,5.415397882984416,30,0.0,0.0
33,11.694720598999986,6.170305531906014,5.5244150670939725,30,0.0,0.0
34,11.946253077975589,6.5308552001487135,5.415397877826876,30,0.0,0.0
35,11.69472058354284,6.170305531906014,5.524415051636824,30,0.0,0.0
36,11.946253072828359,6.5308552001487135,5.4153978726796455,30,0.0,0.0
37,11.694720568116589,6.170305531906014,5.524415036210574,30,0.0,0.0
38,11.946253067691417,6.5308552001487135,5.415397867542704,30,0.0,0.0
39,11.67306247415581,6.148647453340649,5.5244150208151614,30,0.0,0.0
40,11.946253062564745,6.5308552001487135,5.4153978624160315,30,0.0,0.0
41,11.673062458791172,6.148647453340649,5.524415005450524,30,0.0,0.0
42,11.94625305744832,6.5308552001487135,5.415397857299608,30,0.0,0.0
43,11.673062443457251,6.148647453340649,5.524414990116601,30,0.0,0.0
44,11.946253052342126,6.5308552001487135,5.415397852193411,30,0.0,0.0
45,11.67306242815398,6.148647453340649,5.52441497481333,30,0.0,0.0
46,11.946253047246135,6.5308552001487135,5.415397847097422,30,0.0,0.0
47,11.6730624128813,6.148647453340649,5.524414959540651,30,0.0,0.0
48,11.946253042160333,6.5308552001487135,5.41539784201162,30,0.0,0.0
49,11.67306239763915,6.148647453340649,5.524414944298502,30,0.0,0.0
