episode_id,total_return,edu_return,ind_return,episode_length,final_kl_divergence,final_clip_fraction
0,16.955384245861065,8.839522884573588,8.115861361287477,14,0.0,0.0
0,17.427474319581165,9.173704597709294,8.25376972187187,14,0.0,0.0
1,17.189222328218207,8.906312625306997,8.282909702911208,14,0.0,0.0
1,17.20248958032188,9.020989612710894,8.181499967610987,14,0.0,0.0
2,17.02256710479616,8.936479081399908,8.08608802339625,14,0.0,0.0
2,17.286450891299154,9.13001158557497,8.156439305724183,14,0.0,0.0
3,17.013958738079573,8.988739224664457,8.025219513415117,14,0.0,0.0
3,16.925887616552295,8.74010078086817,8.185786835684123,14,0.0,0.0
4,17.022130259109097,8.936474756195086,8.08565550291401,14,0.0,0.0
4,17.28601404561209,9.130007260370148,8.156006785241942,14,0.0,0.0
5,17.013526260849385,8.988734942711684,8.024791318137702,14,0.0,0.0
5,17.098196371616993,8.933084243953354,8.165112127663637,14,0.0,0.0
6,17.10850396227996,9.023394594912816,8.085109367367146,14,0.0,0.0
6,17.14240303451816,8.933853571307619,8.20854946321054,14,0.0,0.0
7,17.111566593166106,9.087194949219803,8.024371643946303,14,0.0,0.0
7,16.95735922239858,8.79267788003745,8.16468134236113,14,0.0,0.0
8,17.108084330055984,9.023390440138321,8.084693889917663,14,0.0,0.0
8,17.14198340229418,8.933849416533125,8.208133985761057,14,0.0,0.0
9,17.11115115726437,9.087190835993054,8.023960321271316,14,0.0,0.0
9,16.956943786496844,8.792673766810701,8.16427001968614,14,0.0,0.0
