episode_id,total_return,edu_return,ind_return,episode_length,final_kl_divergence,final_clip_fraction
0,31.48661333884391,20.026152576326908,11.460460762517004,30,0.0,0.0
1,30.751750523628917,19.663544710405667,11.08820581322325,30,0.0,0.0
2,32.02011067329501,19.941242134416637,12.078868538878375,30,0.0,0.0
3,31.79419950261643,20.317392082400872,11.476807420215556,30,0.0,0.0
4,31.105543875113497,19.988012703527755,11.11753117158574,30,0.0,0.0
5,31.74535791963414,20.382040835830562,11.36331708380358,30,0.0,0.0
6,31.243628372803553,19.534535315120277,11.709093057683276,30,0.0,0.0
7,31.034829357622556,19.788414113494266,11.246415244128292,30,0.0,0.0
8,31.633505550096302,19.731573931336424,11.90193161875988,30,0.0,0.0
9,30.743555936187185,19.697569104538452,11.045986831648731,30,0.0,0.0
