episode_id,total_return,edu_return,ind_return,episode_length,final_kl_divergence,final_clip_fraction
0,31.385348966782374,19.75405796576602,11.631291001016356,30,0.0,0.0
1,31.428031950510018,19.73467851942804,11.693353431081977,30,0.0,0.0
2,31.77605539203948,20.110605828307524,11.665449563731958,30,0.0,0.0
3,31.747108456991214,20.242644591017704,11.50446386597351,30,0.0,0.0
4,31.775598156101104,20.110596560011473,11.665001596089633,30,0.0,0.0
5,31.797875116290903,20.26029280558908,11.53758231070182,30,0.0,0.0
6,30.94182398735643,20.042866430879908,10.898957556476521,30,0.0,0.0
7,32.30315529269727,20.36360935603112,11.939545936666146,30,0.0,0.0
8,30.941426810699376,20.04285752779171,10.898569282907664,30,0.0,0.0
9,32.30272046586943,20.3636005419738,11.939119923895625,30,0.0,0.0
