update_id,avg_policy_loss,avg_value_loss,avg_kl_divergence,avg_clip_fraction,avg_entropy,final_advantages_mean,final_advantages_std
0,-10.129971623420715,28.25778031349182,0.001606781855969075,0.0223214291036129,2.8379187881946564,9.8280029296875,0.8634037375450134
1,-9.282596826553345,53.16790771484375,0.011778838350437582,0.37053571827709675,2.825739234685898,8.954085350036621,3.4180691242218018
2,-7.117109298706055,145.82658576965332,0.01894308184273541,0.5267857164144516,2.8198024928569794,7.115601539611816,6.630215644836426
3,-4.461706519126892,464.64187240600586,0.00919214473105967,0.2767857201397419,2.8277221024036407,4.500802516937256,8.244990348815918
4,-1.1418887823820114,1431.2979736328125,0.0037430865922942758,0.08482143096625805,2.834837466478348,1.0995625257492065,9.151355743408203
5,2.783529222011566,3758.494659423828,0.001098733839171473,0.004464285913854837,2.837308496236801,-2.730039358139038,8.607641220092773
6,4.211258351802826,8678.314819335938,0.00016354309309463133,0.0,2.8387161791324615,-4.1754984855651855,8.680933952331543
7,4.738865077495575,17826.063232421875,6.324202058749506e-05,0.0,2.8388146460056305,-4.743802070617676,8.571187019348145
8,5.0584259033203125,33285.78662109375,6.62895581626799e-05,0.0,2.8387794196605682,-5.076817035675049,8.692131042480469
9,5.553411543369293,58549.2275390625,0.0002035031939158216,0.0,2.8386875689029694,-5.622786521911621,8.32240104675293
