update_id,avg_policy_loss,avg_value_loss,avg_kl_divergence,avg_clip_fraction,avg_entropy,final_advantages_mean,final_advantages_std
0,-7.381541430950165,2.961998462677002,0.007505166357447024,0.21666666865348816,3.773312568664551,6.934617042541504,1.449476718902588
1,-6.452397406101227,4.144358158111572,0.0451118394266814,0.666666679084301,3.7117332816123962,6.413729190826416,2.1611099243164062
2,-5.741357684135437,5.57754510641098,0.047729691956192255,0.7374999970197678,3.6921517848968506,6.05748987197876,2.3020176887512207
3,-5.189602196216583,7.771165490150452,0.0196838034898974,0.41250000754371285,3.7447876036167145,5.1923747062683105,2.9843878746032715
4,-5.19295871257782,13.413819313049316,0.009060585143743083,0.2750000059604645,3.746413975954056,4.801855564117432,3.9576120376586914
5,-3.6044095158576965,21.89702320098877,0.02183532016351819,0.6500000059604645,3.7346989512443542,3.3404970169067383,5.004692554473877
6,-3.0675774216651917,40.398860931396484,0.01560672273626551,0.4916666653007269,3.7419042587280273,2.7659170627593994,5.946151256561279
7,-1.1026156842708588,66.66119003295898,0.005956748558674008,0.21250000409781933,3.753517299890518,1.0160938501358032,6.5353264808654785
8,-0.3456518277525902,116.606689453125,0.007362656586337835,0.17083333944901824,3.747257322072983,0.3165837824344635,7.235850811004639
9,1.0778183043003082,179.3062744140625,0.0022111695507192053,0.020833334419876337,3.7615716457366943,-1.0168769359588623,7.331864356994629
