episode_id,total_return,edu_return,ind_return,episode_length,final_kl_divergence,final_clip_fraction
0,29.786281816283374,19.606447909884967,10.179833906398407,30,0.0,0.0
1,29.649923830237796,20.01243645480928,9.637487375428519,30,0.0,0.0
2,29.65080435791114,20.19812035712073,9.452684000790414,30,0.0,0.0
3,30.48117495637892,20.162756563082066,10.318418393296852,30,0.0,0.0
4,29.65040376155973,20.198111088824678,9.452292672735053,30,0.0,0.0
5,30.480737585488413,20.162747387468983,10.317990198019432,30,0.0,0.0
6,30.332106536506735,20.255690905203434,10.0764156313033,30,0.0,0.0
7,29.771352948658784,20.175325206906685,9.5960277417521,30,0.0,0.0
8,30.3317019406095,20.25568200211523,10.076019938494268,30,0.0,0.0
9,29.770952398720528,20.175316392849368,9.59563600587116,30,0.0,0.0
10,29.430862416688825,20.26413158976255,9.166730826926276,30,0.0,0.0
11,30.55071334508073,20.084493139041008,10.466220206039724,30,0.0,0.0
12,29.702788558578888,20.234724333411144,9.468064225167744,30,0.0,0.0
13,29.864357766538458,20.08545133895938,9.778906427579077,30,0.0,0.0
14,29.97522975582688,19.90730935946608,10.067920396360803,30,0.0,0.0
15,29.2959247775781,20.010630925148433,9.285293852429668,30,0.0,0.0
16,30.051579521326566,19.929837231820773,10.121742289505793,30,0.0,0.0
17,29.940750509224266,20.010622792023803,9.930127717200463,30,0.0,0.0
18,30.283833885359343,20.16246734621143,10.121366539147912,30,0.0,0.0
19,29.581868917281838,19.78148068259048,9.800388234691356,30,0.0,0.0
