episode_id,total_return,edu_return,ind_return,episode_length,final_kl_divergence,final_clip_fraction
0,30.17974777799924,20.227723077145864,9.952024700853373,30,0.0,0.0
1,30.307438587673744,20.497448456930297,9.809990130743449,30,0.0,0.0
2,29.65504735947846,20.09667097574303,9.558376383735427,30,0.0,0.0
3,29.83237828963164,19.813973242600213,10.018405047031427,30,0.0,0.0
4,29.654646763127047,20.09666170744698,9.557985055680065,30,0.0,0.0
5,29.831961308992437,19.813964066987122,10.017997242005315,30,0.0,0.0
6,29.778437981063036,20.1064289353884,9.672009045674637,30,0.0,0.0
7,29.53557026437172,19.864622414046117,9.670947850325604,30,0.0,0.0
8,29.77803338516581,20.106420032300203,9.671613352865606,30,0.0,0.0
9,29.53515012763941,19.864613599988797,9.670536527650613,30,0.0,0.0
