update_id,avg_policy_loss,avg_value_loss,avg_kl_divergence,avg_clip_fraction,avg_entropy,final_advantages_mean,final_advantages_std
0,-9.982846736907959,18.189163208007812,0.0017366110415650837,0.041666668839752674,3.869888424873352,9.631994247436523,1.2246894836425781
1,-9.092224597930908,34.87556028366089,0.011319762619677931,0.2375000063329935,3.8612712025642395,8.922435760498047,2.893490791320801
2,-5.005760133266449,98.29405689239502,0.015992302680388093,0.26666667498648167,3.855676293373108,5.227712154388428,7.090619087219238
3,-0.5155799686908722,315.7941131591797,0.008250018436228856,0.2125000050291419,3.8643687069416046,0.5850576758384705,8.891953468322754
4,2.67689847946167,1022.8295135498047,0.000605423610068101,0.008333333767950535,3.8697027266025543,-2.6387345790863037,9.338335990905762
5,3.0676964819431305,2609.9193115234375,7.329650452447822e-05,0.0,3.8704302608966827,-3.0726308822631836,9.507739067077637
6,3.2446859776973724,7088.468444824219,0.000170428458659444,0.0,3.870363235473633,-3.275969982147217,9.41312313079834
7,2.9964159727096558,12677.540161132812,0.00081779862739495,0.0,3.86993408203125,-3.076033592224121,9.507426261901855
8,3.4474469423294067,28090.170654296875,0.003862056619254872,0.06666666828095913,3.867711365222931,-3.6769027709960938,9.274559020996094
9,3.059089720249176,42706.5322265625,0.013108964543789625,0.44583334401249886,3.8620759546756744,-3.3333332538604736,9.589265823364258
10,4.127455115318298,69011.2646484375,0.012967819115146995,0.5333333425223827,3.860222280025482,-4.666666507720947,8.995529174804688
11,4.686497688293457,134685.240234375,0.012298086890950799,0.5208333395421505,3.8586321771144867,-5.3183698654174805,8.595651626586914
12,2.4789173901081085,174839.02734375,0.012965334695763886,0.47083333879709244,3.8594053983688354,-2.6666667461395264,9.802650451660156
13,3.5860693156719208,284840.30078125,0.009992192033678293,0.26666667126119137,3.8607168197631836,-4.0,9.321831703186035
14,3.1682502031326294,394477.48046875,0.009189914911985397,0.32500000670552254,3.8588198721408844,-3.3333332538604736,9.589265823364258
15,2.441607356071472,584943.6875,0.010199318290688097,0.24166667647659779,3.8603297770023346,-2.6666667461395264,9.802650451660156
16,3.7364735901355743,685272.9765625,0.009535737335681915,0.3000000072643161,3.8594603836536407,-4.0,9.321831703186035
17,3.0061557292938232,1044435.4921875,0.01164648705162108,0.37083333544433117,3.859640598297119,-3.3333332538604736,9.589265823364258
18,3.618094116449356,1253165.234375,0.008892618119716644,0.37083333916962147,3.8593174517154694,-4.0,9.321831703186035
19,2.986191362142563,1823328.109375,0.010259017115458846,0.3541666716337204,3.858772933483124,-3.3333332538604736,9.589265823364258
