episode_id,total_return,edu_return,ind_return,episode_length,final_kl_divergence,final_clip_fraction
0,17.316439013090587,9.20461831438205,8.111820698708536,14,0.0,0.0
0,17.58807832076169,9.42332492736944,8.164753393392246,14,0.0,0.0
1,17.156271104830065,8.95506341602345,8.201207688806615,14,0.0,0.0
1,17.374079748084853,9.179011149430023,8.19506859865483,14,0.0,0.0
2,16.970751120117505,8.826630990368349,8.144120129749158,14,0.0,0.0
2,17.121047778107595,9.011419157525276,8.10962862058232,14,0.0,0.0
3,17.249869203347107,9.143796324110626,8.10607287923648,14,0.0,0.0
3,16.890199793092798,8.764713263878866,8.125486529213932,14,0.0,0.0
4,16.970314274430443,8.826626665163527,8.143687609266918,14,0.0,0.0
4,17.120610932420533,9.011414832320455,8.10919610010008,14,0.0,0.0
5,17.249436726116915,9.143792042157852,8.105644683959063,14,0.0,0.0
5,16.864119379291857,8.701162558570628,8.162956820721227,14,0.0,0.0
6,17.16437433965261,8.973543117122988,8.19083122252962,14,0.0,0.0
6,17.01346905429947,8.931506421328116,8.081962632971356,14,0.0,0.0
7,17.13110086113488,9.025875851367212,8.105225009767667,14,0.0,0.0
7,17.21384141231148,9.074685430412382,8.1391559818991,14,0.0,0.0
8,17.16395470742863,8.973538962348494,8.190415745080138,14,0.0,0.0
8,17.013049422075497,8.931502266553622,8.081547155521873,14,0.0,0.0
9,17.13068542523314,9.025871738140463,8.104813687092678,14,0.0,0.0
9,17.213425976409745,9.074681317185632,8.13874465922411,14,0.0,0.0
