x,y
98.46069769152888,104.11788487001782
107.80281801982409,110.82104709141264
109.80092380669396,107.90077749599497
98.93457936081833,106.95163695968236
108.51809361259492,113.64082144501114
100.11127958964398,109.23673939700606
113.46334781042846,112.29351017393948
108.80034834529019,105.98969112905311
106.66556260901021,106.36813177728276
104.57478366436658,106.09487075136904
105.86780691662072,111.31430802407213
111.86424412546947,109.1177982726223
97.313264477797,109.65401840078283
108.251389553636,107.81490571720667
100.83305221426323,106.63738888823151
101.34365753351118,108.0350454632385
113.43745819819158,108.64270210301102
103.23289328035871,105.48981134488788
105.77390837397546,105.06487228692478
98.7500125231953,110.90990339375382
110.25249631378898,111.46730811648926
112.98665684010939,115.24974803721499
100.9112142282293,103.79613481321573
104.23521922372875,111.39476502205629
103.15087172822459,107.29583612696871
101.7775432336315,104.98779558182733
99.72946217636184,105.26863688611023
111.13977713444031,106.46925138998833
101.33617709760439,110.80138665831969
94.97329273046707,104.51598211309256
107.60628615206296,105.14824499577283
102.67027144991165,111.19764225743428
95.63117149063322,106.38275139674974
111.93847342088335,107.60012446111519
105.30150022041916,109.78374064291089
104.99916618451621,107.7989615418143
105.03293990488508,112.93559961633295
110.57664629326528,109.75376788583024
110.99829955694514,114.29759343877673
107.10538217164256,113.63237596250823
97.03573058903132,103.19477135068658
103.86004232293327,109.1963146305292
109.86573249444355,112.91978310137704
94.54030967092642,109.67407251850119
103.15938027066656,112.70699193246973
98.58174826074374,108.58026821665197
96.12468533779315,110.97044349133436
102.37712070681386,109.2325495245392
111.7948701975787,112.53621961265024
106.56372124492788,107.95630281882815
112.67229158085425,110.57748595607647
107.12507054012106,109.42635968983882
107.13264925017786,112.27111229107162
114.5793834710348,109.86202427591941
108.93108296965373,110.00257292375655
96.0543972949787,108.2006315366906
109.56881774989722,115.32804755715122
100.1854205941255,111.6052604455828
113.30013188014055,113.81433614832241
103.13492519012476,103.38930595897668
97.39029737801307,105.91866895984155
