x,y
100.73206552370654,114.21530159919249
93.87904622960944,118.61055637114346
95.54935536930329,117.00836488968633
110.55998107036551,119.09283943626579
104.19041822160581,117.85413981306915
101.17761159209157,120.24814178285503
106.54063242016697,117.76357817427707
103.78879572841737,122.62824171215384
103.32949634079839,114.25593791198713
108.34538096967563,117.05238011960716
111.49220695216249,125.17051875373951
99.23626029879276,114.10090765622769
98.98106667820737,121.24350713057194
109.95955143020905,117.1117538140986
99.97249596249236,119.60505867303287
96.87100430241858,120.75116885475931
105.26939606664477,121.22639703629817
98.13225922123105,119.69957095928089
90.844181024484,119.85978071953136
111.07376638005566,121.2533436443429
98.08899429775433,118.04396897979022
93.99881089451702,116.30140636501878
93.48777550147653,113.99700981474118
95.4285030283946,115.3325009757596
102.48442378953044,119.85543984660185
106.32246621950327,115.2911375746718
91.99733446260706,115.10543412362267
99.19174439444548,115.67707698164395
96.4067847994284,117.95492610183203
97.16687969145866,114.98172255803834
101.95614946185692,114.90736871811514
101.24246661627987,117.73695433876614
104.37134905074402,115.27322061667101
100.94852212664455,121.78316368631411
106.49784467226775,119.68358675244498
105.25272010745725,116.60293868573439
91.33358335890749,117.75491819595602
110.9424191882862,123.33816332435549
107.10156551779659,125.1470688974123
97.74542225166775,116.37069692991862
93.35231992163104,112.07275550746189
108.31733665413591,118.94644344986901
102.50796159010207,122.67097981896603
104.23838944590904,123.98204369605808
107.31690318344857,122.20939844367817
109.21645298558774,122.22460889262071
94.86184857028998,119.94107560455589
99.375592160107,118.29822836232334
92.80146044376357,117.20934992995562
92.41165903021265,119.73653227056647
108.42430262591361,120.60705785938598
90.40718734254304,116.3368702611125
102.70395741453223,118.12161685376701
103.66978438103136,120.68802387970051
97.82183545040574,113.40852056811845
95.35147581021079,112.30929193705843
102.57224194847294,116.3577584752916
95.46105411500781,113.8060242592475
108.76887295702032,124.25826315176255
105.85328513012989,122.88533214051746
100.21180689627674,116.7079086341647
96.13709593441484,119.5563336083011
104.83171063200633,119.32998088658992
