x,y
138.45319762893612,138.27447909757498
129.34599794478416,133.7346794510814
146.312755456944,141.70800858476488
137.74975414394763,134.45570520351012
132.12475485840088,139.48424728582037
133.1701787809619,135.8806745121084
140.89886337516944,136.38280886444213
138.512647795548,140.2963028782499
143.3860519642916,135.56554549881923
144.9600527819702,138.22438979027294
131.80824939903403,134.0199950486913
148.75287331042213,139.02801076197017
134.84028852445223,141.79188211604688
142.483817357879,137.3853503038907
131.01618382228511,135.69840194913567
133.99927045184347,140.69305829931824
148.54215476375745,142.5850913495565
145.0869658488651,140.0979127902983
149.17525445493288,140.27857901323654
140.69628138715765,142.69730389387928
147.40825560963742,136.50881295985238
143.01305916756695,141.35798231247531
140.13587998620432,140.77222203890304
133.04644789361961,137.75838717116898
131.2910719275755,137.57174411009277
139.46757749313406,136.68035817434313
144.68978487334363,141.93860167864077
141.9503493503448,135.43401553167845
134.3831080552361,138.87335589448227
136.04139121330377,142.365858271661
141.2450461894425,138.42317623762554
137.26694612549707,137.51098884599088
131.19761312315765,141.3015582381016
132.69804906538874,141.39901945261923
136.84396318538415,140.35241772211603
143.6123561676073,138.5322551310077
145.1712201560284,135.19476167313178
134.77063265596635,136.0697743946299
138.26305251825926,135.93311108774407
139.2570258268928,142.6686168185609
139.8335925530548,138.90845382976326
146.8332040666666,139.61404529525674
137.8842592207408,142.07276035267492
141.55602982680597,140.48058881411126
147.76559404281363,141.13601362541104
146.37165111161536,137.58336340100854
144.4867998896338,136.60634511289882
129.89542771012194,138.17189429544376
135.8296073233367,137.02432906927595
147.07185883210263,135.14054276600604
142.92759435734231,139.80778524477964
148.77352709050572,136.3429850413612
148.01255178713134,137.9597285793319
136.04061977638403,138.9836017569507
143.19061311760956,142.85276534206452
136.39788515322843,135.04303537707415
