x,y
128.38983199375463,118.7066345718652
120.21798837278413,118.59503232898024
120.24248221034023,111.62567242714508
115.6605552481491,114.92648471375342
114.14519376247137,115.78162907941788
122.29068930186733,112.51735048745842
126.90289268145521,113.75699720173068
123.42227389061928,113.02989293333322
123.56639254631644,111.58984157645827
121.02707016463339,116.75984483258507
128.21709026876223,114.06698586773821
125.07928008120777,115.13722277215116
116.56192071860684,110.21124377880048
126.6008680111721,115.58171799616133
118.12604561299902,113.85493462330987
118.43659872903137,110.39961792575649
117.7106104612558,116.88468170196629
122.05987955709801,117.7036535954109
117.49668906884895,115.27174582120492
123.4018748578056,119.41900276180928
127.17748998367745,119.08510952374156
121.87889148933192,115.51871890920445
129.4672220880476,120.9861580050122
127.73593610149459,120.84243783906969
122.03099636822617,111.26187782201077
124.90657056132395,120.98143746977405
125.73698709832306,116.96882352539511
119.36878221193454,116.89620581342992
124.0231781530477,115.34987922288857
127.39814013016162,117.14294470943558
117.9479344500132,118.77812685016572
117.50600770655477,112.52224567526291
123.53034595896118,117.27963792328106
122.23691016605171,119.8560812886874
124.70923099406431,112.86911074597951
129.94357030772267,116.65538391097098
122.70345026077364,116.46262233906253
125.8630906279953,113.5254890025286
123.69033337124625,120.48510487896391
119.57470513403717,113.74829714594196
118.88214889183574,118.37798797038923
126.07061740560329,119.97967931095219
119.22123611299592,115.54415280074566
115.95574235115919,113.37507988958033
115.86673363302731,116.4800956299011
116.18635709862222,111.55867086802033
129.04851691524846,117.55162035043722
129.42039476709508,114.23384584259735
116.72790399783511,118.16734450565447
124.49654199485285,118.49506286790545
120.91475388189792,113.00700303489518
128.43938046138823,115.76957354464882
125.65265674942724,118.74696494734735
121.32675075716622,119.05939519106369
130.64079367929946,115.41077396543905
118.89837080402744,111.66121935758908
115.41370951174108,117.93097076722916
120.69354600677495,114.67792600871712
122.8016012866877,114.16802224519058
